LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,PaymentFrequency,DaysPastDue,OriginalValue,CreditScore,Term,AccountStatus
5014,15109.94,21,250,BW,153,0,NULL,95,BUY BACK REVIEW
5015,13601.39,21,200,BW,80,0,NULL,109,REPO ASSIGN
5016,13874.2,21,200,BW,153,0,NULL,109,BUY BACK HOLD
5017,12138.68,21,250,BW,13,0,NULL,81,CH 07 BK NOTICE
5018,14922.53,21,225,BW,0,0,NULL,117,PAYING
5019,12824.33,21,225,BW,37,0,NULL,87,PAYING
5020,13622.62,21,240,BW,76,0,NULL,87,PAYING
5021,14796.26,21,199.57,SM,103,0,NULL,129,PAYING
5022,16510.5,23.04,552.42,MO,0,0,NULL,63,PAYING
5023,14777.34,18.1,421.37,MO,0,0,NULL,66,PAYING
5024,12443.54,24.5,431.73,MO,24,0,NULL,60,PAYING
5025,10196.71,23.05,442.33,MO,40,0,NULL,48,PAYING
5026,14398.85,19,398.08,MO,75,0,NULL,64,PAYING
5027,14954.97,18,402.75,MO,141,0,NULL,66,REPO ASSIGN
5028,20723.25,18.5,545.44,MO,115,0,NULL,67,REPO HOLD
5029,12813.96,19,398.66,MO,0,0,NULL,61,PAYING
5030,12960.1,20,401.51,MO,0,0,NULL,60,PAYING
5031,15575.23,21.5,442.46,MO,16,0,NULL,66,PAYING
5032,9113.97,24.38,281.58,MO,47,0,NULL,63,PAYING
5033,19560.78,18.28,531.23,MO,0,0,NULL,67,PAYING
5034,17628.77,20.99,481.6,MO,58,0,NULL,63,PAYING
5035,21583.69,18.24,608.72,MO,69,0,NULL,67,PAYING
5036,12647.64,24.5,423.11,MO,5,0,NULL,60,PAYING
5037,9000.31,19.18,417.66,MO,0,0,NULL,42,PAYING
5038,13182.04,18.5,359.91,MO,95,0,NULL,67,REPO ASSIGN
5039,13972.82,21.9,467.22,MO,85,0,NULL,54,REPO HOLD
5040,12684.6,18.32,365.33,MO,51,0,NULL,66,PAYING
5041,9712.91,21.99,317.99,MO,0,0,NULL,58,PAYING
5042,14890.39,19.61,491.21,MO,54,0,NULL,61,INSURANCE HOLD
5043,20486.92,24.37,592.62,MO,2,0,NULL,67,PAYING
5044,11188.48,20,355,MO,0,0,NULL,60,PAYING
5045,3469.28,20,250,MO,0,0,NULL,36,PAYING
5046,2978.37,20,285,MO,27,0,NULL,36,PAYING
5047,7745.3,20,350,MO,0,0,NULL,48,PAYING
5048,2361.71,28,285,MO,0,0,NULL,42,PAYING
5049,5388.79,20,287.81,MO,129,0,NULL,36,REPO HOLD
5050,7321.25,20,310,MO,141,0,NULL,48,REPO HOLD
5051,5888.87,20,339.65,MO,123,0,NULL,36,REPO ASSIGN
5052,7675.98,20,330,MO,0,0,NULL,54,PAYING
5053,9050.81,22,318,MO,0,0,NULL,54,PAYING
5054,7562.93,20,335,MO,12,0,NULL,48,PAYING
5055,15070.84,20,399.4,MO,0,0,NULL,72,PAYING
5056,8625.55,20,312.43,MO,0,0,NULL,54,PAYING
5057,7090.9,20,325,MO,120,0,NULL,50,REPO ASSIGN
5058,7655.63,20,395,MO,0,0,NULL,48,PAYING
5059,6237.28,22,295.55,MO,50,0,NULL,42,PAYING
5060,6295.84,20,340.61,MO,0,0,NULL,42,PAYING
5061,16769.95,11,347.48,MO,0,14925,650,72,PAYING
5062,20300.62,12.88,426.6,MO,0,19693,675,72,PAYING
5063,10743.75,10.83,249.09,MO,0,11150,629,60,PAYING
5064,20562.74,12.26,419.37,MO,0,26098,576,72,PAYING
5065,20411.57,12.04,428.44,MO,0,20390,558,72,PAYING
5066,16160.55,12.33,335.25,MO,0,15022,579,72,PAYING
5067,18181.19,12,374.35,MO,0,18002,668,72,PAYING
5068,25967.02,12.21,536.51,MO,0,29627,660,72,PAYING
5069,16697.75,10.31,329.31,MO,0,15168,470,72,PAYING
5070,21462.34,12,441.84,MO,0,18394,598,72,PAYING
5071,22852.57,12.24,464.76,MO,5,18081,580,72,PAYING
5072,12831,21,397.32,MO,152,0,553,48,REPO HOLD
5073,16494,21,496.99,MO,109,6182,440,50,REPO HOLD
5074,13222.07,12.2,317.44,MO,0,13358,654,60,PAYING
5075,17692.72,21,558.49,MO,85,0,476,48,REPO ASSIGN
5076,10474,21,354.23,MO,158,2483,518,42,REPO ASSIGN
5077,21407.61,13.8,451.53,MO,16,22550,658,72,PAYING
5078,17067.88,11.7,349.34,MO,0,14047,629,72,PAYING
5079,32039.78,12.11,660.89,MO,0,29593,561,72,PAYING
5080,12767.67,10.41,252.28,MO,0,11102,752,72,PAYING
5081,19287.55,12.28,399.63,MO,0,19541,640,72,PAYING
5082,17156.97,15,388.54,MO,0,16779,542,72,PAYING
5083,23117.17,10.22,458.73,MO,0,29713,549,72,PAYING
5084,13539.91,13,286.09,MO,0,15485,641,72,PAYING
5085,15175.58,12,351.85,MO,0,14041,634,62,PAYING
5086,12299.04,21,425.15,MO,104,6911,515,42,REPO HOLD
5087,19578.18,21,490.45,MO,48,0,514,72,BUY BACK HOLD
5088,14339,20.78,483.31,MO,140,0,453,42,BUY BACK HOLD
5089,13929.24,21,417.02,MO,79,0,500,51,IMPOUND NOTICE
5090,11877.12,21,438.99,MO,2,7761,559,42,PAYING
5091,37379.65,23,1102,MO,0,36636,583,60,PAYING
5092,13050.21,21,459.31,MO,85,3243,4,42,PAYING
5093,19736.55,12.6,412.25,MO,0,30050,635,72,PAYING
5094,11892.16,12,241.31,MO,3,12029,575,72,PAYING
5095,13450.94,15.27,300.58,MO,0,10804,589,72,PAYING
5096,14029.79,12.38,291.41,MO,0,13667,650,72,PAYING
5097,15109.13,10.23,297.24,MO,0,15240,613,72,PAYING
5098,19439.79,11,384.18,MO,3,17292,631,72,PAYING
5099,27122.44,12,547.09,MO,3,20325,594,72,PAYING
5100,12140.3,21,473.01,MO,0,0,601,42,PAYING
5101,13316.74,21,451.13,MO,0,5621,595,48,PAYING
5102,11986,21,434.49,MO,155,0,505,38,BUY BACK HOLD
5103,13604.78,21,476.22,MO,120,4659,521,42,BUY BACK HOLD
5104,15384.92,21,488.54,MO,0,0,537,48,BUY BACK HOLD
5105,12766.19,21,367.08,MO,0,5810,507,60,PAYING
5106,19227.07,11.56,391.05,MO,0,19226,648,72,PAYING
5107,16172.18,15.7,364.29,MO,0,13275,645,72,PAYING
5108,16926.65,13.32,360.8,MO,0,12409,577,72,PAYING
5109,16283.44,10.05,319.15,MO,0,14827,636,72,PAYING
5110,24018.18,13.23,498.73,MO,3,19093,584,72,PAYING
5111,25662.92,9,489.32,MO,0,23042,590,72,PAYING
5112,14186.91,18,382.62,MO,0,10084,599,60,PAYING
5113,33046.47,13.7,721.45,MO,0,0,695,72,PAYING
5114,23627.8,10,455.72,MO,0,19326,593,72,PAYING
5115,17141.32,12.31,352.25,MO,0,24125,627,72,PAYING
5116,25109.94,12.21,519.54,MO,0,18550,668,72,PAYING
5117,13307.97,9,271.92,MO,0,11522,660,72,PAYING
5118,25357.89,14.8,569.77,MO,0,21977,553,72,PAYING
5119,14011.55,13.7,344.88,MO,0,9881,605,60,PAYING
5120,10502.75,13.28,219.61,MO,0,9168,624,72,PAYING
5121,16955.59,10.5,335.67,MO,0,16064,616,72,PAYING
5122,20933.25,11.03,420.08,MO,0,18176,622,72,PAYING
5123,20789.33,10.25,402.87,MO,0,15243,644,72,PAYING
5124,24357.12,10,470.96,MO,0,19182,611,72,PAYING
5125,11415.8,18,271.42,MO,0,19792,604,72,PAYING
5126,15389.88,13.7,331.55,MO,0,11520,659,72,PAYING
5127,13211.11,18,313.63,MO,0,12121,565,72,PAYING
5128,25883.17,11.6,527.12,MO,0,17367,665,72,PAYING
5129,31895.76,10,623.69,MO,0,21073,654,72,PAYING
5130,18907.95,11.67,381.13,MO,0,21800,617,72,PAYING
5131,19599.87,11.86,396.19,MO,0,16900,594,72,PAYING
5132,12129.56,12.44,249.66,MO,0,12297,648,72,PAYING
5133,18330.96,10,354.35,MO,0,13100,622,72,PAYING
5134,17374.45,10,336.04,MO,0,16786,595,72,PAYING
5135,26416.37,12,537.34,MO,0,21523,507,72,PAYING
5136,19298.34,10,374.27,MO,0,18579,577,72,PAYING
5137,15380.79,21,193.01,BW,48,0,NULL,140,PAYING
5138,15960.16,17,189.77,BW,0,0,NULL,144,PAYING
5139,8246.71,21,164.83,BW,0,0,NULL,92,PAYING
5140,14064.98,21,182.04,BW,0,0,NULL,144,PAYING
5141,12637.29,21,177.29,BW,0,0,NULL,129,PAYING
5142,14933.66,21,219.68,BW,0,0,NULL,121,PAYING
5143,16358.8,21,209.24,BW,0,0,NULL,144,PAYING
5144,12054.49,21,162.34,BW,76,0,NULL,124,PAYING
5145,12703.96,21,180.61,BW,0,0,NULL,126,PAYING
5146,14353.7,21,190.09,BW,0,0,NULL,140,PAYING
5147,14436.74,21,192.06,BW,0,0,NULL,136,PAYING
5148,10382.21,21,164.53,BW,69,0,NULL,104,PAYING
5149,14048.12,21,196.8,BW,13,0,NULL,125,PAYING
5150,12613.1,21,174.09,BW,0,0,NULL,128,PAYING
5151,15039.53,21,186.33,BW,55,0,NULL,140,PAYING
5152,12692.72,21,189.21,BW,0,0,NULL,118,PAYING
5153,13781.29,21,184.12,BW,132,0,NULL,122,INSURANCE HOLD
5154,14090.14,20,177.83,BW,20,0,NULL,140,PAYING
5155,15514.75,21,194.84,BW,69,0,NULL,140,INSURANCE HOLD
5156,25968.42,12.87,545.06,MO,0,25926,708,72,PAYING
5157,22885.8,10,441.87,MO,0,20520,592,72,PAYING
5158,10279.03,10,198.3,MO,0,10012,633,72,PAYING
5159,22185.56,12.24,454.38,MO,0,18649,586,72,PAYING
5160,11707.5,13.7,254.58,MO,0,8914,600,72,PAYING
5161,35779.25,11.7,715.96,MO,0,35250,596,72,PAYING
5162,18172.85,13.09,384.45,MO,0,14379,765,72,PAYING
5163,18279.47,9.87,360.39,MO,0,17125,654,72,PAYING
5164,24705.29,10.21,480.45,MO,0,36131,691,72,PAYING
5165,23275.8,12,474.13,MO,0,19623,627,72,PAYING
5166,29192.66,18,683.58,MO,10,23243,647,72,PAYING
5167,13336.35,21,451.51,MO,0,7964,466,48,PAYING
5168,12836,21,434.12,MO,158,7832,512,42,REPO HOLD
5169,12632.92,21,359.62,MO,0,4579,542,60,PAYING
5170,14940.19,21,419.7,MO,30,0,452,60,REPO HOLD
5171,19643,21,565.26,MO,140,0,513,54,CH 07 BANKRUPTCY
5172,14921.97,21,494.89,MO,0,13234,488,48,PAYING
5173,16325.29,10.33,340.49,MO,3,16650,662,66,PAYING
5174,12629.9,10.1,288.97,MO,0,10741,698,72,PAYING
5175,13304.61,11.3,266.49,MO,0,12139,643,72,PAYING
5176,18561.17,11.07,372.07,MO,0,15291,688,72,PAYING
5177,15407.41,14,329.59,MO,0,12548,500,72,PAYING
5178,19322.83,12,392.73,MO,0,17940,628,72,PAYING
5179,29870.72,13,621.17,MO,0,29221,504,72,PAYING
5180,8722.03,12.2,208.22,MO,0,6869,663,60,PAYING
5181,42571.15,15.8,960.3,MO,0,37952,664,72,PAYING
5182,15075.71,21,489.84,MO,18,5032,488,48,PAYING
5183,13731.09,10.1,302.59,MO,0,0,NULL,66,PAYING
5184,27026.18,12.2,552.67,MO,0,26717,638,72,PAYING
5185,12498.84,13.44,262.35,MO,0,11700,560,72,PAYING
5186,16365.22,12,383.26,MO,0,17367,617,60,PAYING
5187,22184.9,12.24,454.33,MO,0,17451,640,72,PAYING
5188,12720.58,13,260.35,MO,19,11395,612,72,PAYING
5189,20759.21,12,486.15,MO,0,15875,654,60,PAYING
5190,21321.97,12.28,470.55,MO,0,16898,576,65,PAYING
5191,16416.92,11,384.64,MO,0,13707,651,60,PAYING
5192,19368.74,10,374.65,MO,0,12241,704,72,PAYING
5193,11221.91,10.71,220.82,MO,0,13425,615,72,PAYING
5194,22851.1,11.6,460.21,MO,0,21175,636,72,PAYING
5195,4025.29,10,380.62,MO,0,16444,656,72,INSURANCE PAYMENT
5196,16411,13.33,345.29,MO,0,13879,692,72,PAYING
5197,26585.87,13,564.44,MO,0,20314,637,72,PAYING
5198,23387.69,12.23,478.58,MO,0,18779,616,72,PAYING
5199,14680.62,12,298.72,MO,0,12351,588,72,PAYING
5200,13069,21,404.69,MO,145,0,513,48,REPO HOLD
5201,8908.38,21,357.88,MO,18,0,539,42,DEALER BUY BACK
5202,26033.73,21.2,665.54,MO,0,18457,602,72,PAYING
5203,14486,21,426.56,MO,72,8892,539,52,PAYING
5204,15754.92,21,505.7,MO,38,0,0,48,PAYING
5205,12971.38,21,442.23,MO,113,4316,571,42,REPO ASSIGN
5206,15779.11,11.11,362.27,MO,0,14650,614,60,PAYING
5207,17206.93,13.11,359.86,MO,0,13725,655,72,PAYING
5208,11264.58,10.71,221.57,MO,0,11291,656,72,PAYING
5209,17947.77,18.53,429.93,MO,0,16269,590,72,PAYING
5210,13796.54,12.21,284.21,MO,0,21100,644,72,PAYING
5211,13402.56,10.39,264.17,MO,0,13473,676,72,PAYING
5212,13535.4,10.26,263.06,MO,0,19492,652,72,PAYING
5213,19676.95,13,410.74,MO,0,17513,519,72,PAYING
5214,11138.54,14,238.4,MO,0,10426,622,72,PAYING
5215,15047.32,11.76,310.2,MO,0,12523,678,72,PAYING
5216,16899.44,11.5,338.49,MO,0,15650,630,72,PAYING
5217,19923.02,12,403.5,MO,0,15840,627,72,PAYING
5218,26596.31,12.2,542.01,MO,0,29367,666,72,PAYING
5219,12862.7,13.7,294.09,MO,0,13809,648,66,PAYING
5220,11670.31,13.8,284.44,MO,0,10828,678,72,PAYING
5221,13125.95,10.47,361.51,MO,0,11650,592,48,PAYING
5222,30221.44,12.94,628.31,MO,0,24075,619,72,PAYING
5223,20451.31,10.7,430.96,MO,0,23575,586,72,PAYING
5224,16985.07,13.37,407.59,MO,0,16751,589,60,PAYING
5225,13172.94,10,301.98,MO,0,11554,647,60,PAYING
5226,11372.61,12.2,334.27,MO,0,11676,690,60,PAYING
5227,24627.4,13.7,619.08,MO,0,25164,583,60,PAYING
5228,36018.38,12.7,753.86,MO,0,27490,757,72,PAYING
5229,11620.68,13.23,236.91,MO,0,10257,649,72,PAYING
5230,17634.09,10.52,370.05,MO,0,16550,607,66,PAYING
5231,15291.5,12.35,312.52,MO,0,15433,595,72,PAYING
5232,19555.71,15,429.85,MO,0,17182,675,72,PAYING
5233,12812.89,13.7,309.81,MO,0,10013,587,60,PAYING
5234,14998.31,10,336.41,MO,0,16211,680,60,PAYING
5235,9503.39,18,227.3,MO,0,6850,582,72,PAYING
5236,18467.39,10.4,386.22,MO,0,20157,667,66,PAYING
5237,14689.98,9.96,284.34,MO,0,17232,596,72,PAYING
5238,24850.3,14.14,609.01,MO,0,26469,602,60,PAYING
5239,15920.81,10.6,361.77,MO,0,16462,643,60,PAYING
5240,19330.45,9.85,372.51,MO,0,23201,682,72,PAYING
5241,15403.97,15,338.08,MO,0,14649,560,72,PAYING
5242,17817.23,12.3,366.25,MO,0,16812,583,72,PAYING
5243,28854.7,23,757.04,MO,25,27554,612,72,PAYING
5244,32704.43,13.7,694.94,MO,0,35160,658,72,PAYING
5245,18492.04,18.4,226.36,BW,140,0,NULL,130,BUY BACK HOLD
5246,10409.74,23.45,180.52,BW,0,0,NULL,104,PAYING
5247,13846.63,18.08,363.84,MO,26,0,NULL,60,PAYING
5248,16176.49,20.99,218.95,BW,32,0,NULL,130,PAYING
5249,10440.6,22.69,321.89,MO,0,0,NULL,62,PAYING
5250,18283.66,20.99,256.02,BW,0,0,NULL,130,PAYING
5251,13293.79,20.99,188.72,BW,32,0,NULL,117,PAYING
5252,18207.51,18.5,230.48,BW,31,0,NULL,132,PAYING
5253,8244.75,24.99,150.74,BW,11,0,NULL,91,PAYING
5254,15353.42,18.4,196.6,BW,31,0,NULL,130,PAYING
5255,8417.14,24.99,160.88,BW,0,0,NULL,91,PAYING
5256,14633.86,18.4,202.42,BW,0,0,NULL,1686,PAYING
5257,5122.53,27.57,122.81,BW,3,0,NULL,72,PAYING
5258,13383.68,24.99,199.26,BW,83,0,NULL,117,PAYING
5259,8453.62,23.99,185.5,BW,55,0,NULL,72,PAYING
5260,12620.13,24.79,188.09,BW,0,0,NULL,130,PAYING
5261,8516.63,28.77,219.48,BW,0,0,NULL,73,PAYING
5262,16013.42,18.4,209.59,BW,27,0,NULL,130,PAYING
5263,17648.57,18.4,234.75,BW,6,0,NULL,130,PAYING
5264,22361.98,18.4,295.79,BW,0,0,NULL,130,PAYING
5265,21095.25,18,251.08,BW,48,0,NULL,143,PAYING
5266,10234.3,24.79,386.42,MO,13,0,NULL,48,PAYING
5267,13124.37,16.66,303.01,MO,0,10788,674,72,PAYING
5268,15080.2,10,291.76,MO,0,13499,678,72,PAYING
5269,20620.47,10.25,401.54,MO,0,15527,594,72,PAYING
5270,23070.58,12.23,472.71,MO,0,18071,651,72,PAYING
5271,12780.7,11.3,254.77,MO,0,10192,615,72,PAYING
5272,13000.62,13.7,319.56,MO,0,11090,592,60,PAYING
5273,16867.1,11.01,334.21,MO,0,15800,674,72,PAYING
5274,20078.2,11.05,397.86,MO,0,15875,657,72,PAYING
5275,19421.95,10.51,440.48,MO,0,20700,614,60,PAYING
5276,30127.36,12.18,615.55,MO,0,26821,680,72,PAYING
5277,18410.07,21,530.19,MO,0,10650,598,60,PAYING
5278,22423.68,13.7,553.01,MO,0,16042,606,60,PAYING
5279,9718.1,13.7,255.56,MO,0,8300,617,60,PAYING
5280,21908.63,13.02,457.79,MO,0,23675,628,72,PAYING
5281,19553.84,11.3,451.18,MO,0,20080,629,60,PAYING
5282,22387.31,12.25,448.81,MO,7,18609,640,72,PAYING
5283,30786.53,10,646.44,MO,0,33909,531,65,PAYING
5284,11763.76,21,390.13,MO,0,4725,537,48,PAYING
5285,13395.62,13.7,333.42,MO,0,12120,640,60,PAYING
5286,20711.88,15.8,463.21,MO,0,14864,690,72,PAYING
5287,12213.42,12.89,259.88,MO,0,11707,727,72,PAYING
5288,10916.91,10,211.21,MO,0,11336,688,72,PAYING
5289,20301.1,10,386.84,MO,0,16681,655,72,PAYING
5290,10321.43,12.2,292,MO,0,18516,663,48,PAYING
5291,23852.5,12.2,488.53,MO,0,16587,654,72,PAYING
5292,12877.78,12.2,364.33,MO,0,10476,671,48,PAYING
5293,20736.98,11.2,408.56,MO,8,13316,582,72,PAYING
5294,13701.01,18.5,496.38,MO,0,0,NULL,60,PAYING
5295,14755.29,22.49,499.36,MO,91,0,NULL,63,REPO HOLD
5296,6735.65,23.99,316.18,MO,55,0,NULL,48,PAYING
5297,8796.63,24.99,332.52,MO,13,0,NULL,52,PAYING
5298,12115.32,18.5,357.53,MO,31,0,NULL,60,PAYING
5299,14004.27,21.9,447.61,MO,4,0,NULL,60,PAYING
5300,5662.99,23.9,332.25,MO,9,0,NULL,33,PAYING
5301,7860.28,21,315.41,MO,0,0,NULL,48,PAYING
5302,13388.7,24.01,419.67,MO,18,0,NULL,60,PAYING
5303,12242.94,18.52,347.72,MO,19,0,NULL,60,PAYING
5304,17881.44,11.49,392.16,MO,0,0,NULL,66,PAYING
5305,12066.81,9.99,303.37,MO,0,0,NULL,54,PAYING
5306,18741.11,6.99,338.07,MO,0,0,NULL,60,PAYING
5307,10367.27,14.99,279.38,MO,7,0,NULL,54,PAYING
5308,26197.71,7.9,525.42,MO,0,0,NULL,66,PAYING
5309,20107.62,9.99,429.99,MO,0,0,NULL,66,PAYING
5310,20545.81,11.99,490.65,MO,0,0,NULL,59,PAYING
5311,34333.1,9.49,776.67,MO,0,0,NULL,60,PAYING
5312,14982.08,24.99,475.54,MO,97,0,NULL,54,PAYING
5313,19969.21,11.49,524.66,MO,0,0,NULL,54,PAYING
5314,22830.24,3.99,401.82,MO,0,0,NULL,72,PAYING
5315,19605.42,13.7,484.76,MO,0,20906,636,60,PAYING
5316,7368.69,21,302.75,MO,7,3425,466,36,PAYING
5317,7872.61,21,250.79,MO,47,2934,419,48,REPO HOLD
5318,18141.47,11.1,349.19,MO,34,15400,698,72,PAYING
5319,16750.66,11.72,338.41,MO,0,13650,689,72,PAYING
5320,27819.22,12.19,569.2,MO,0,29640,631,72,PAYING
5321,15891.13,13.7,334.08,MO,11,10979,595,72,PAYING
5322,15563.46,21,432.47,MO,15,10925,570,60,PAYING
5323,32681.8,10.81,645.18,MO,0,32926,632,72,PAYING
5324,20824.51,10.53,408.24,MO,0,16377,671,72,PAYING
5325,12037.52,19.84,296.24,MO,0,11784,643,72,PAYING
5326,8872.82,21,249.47,MO,0,4300,609,60,PAYING
5327,17353.69,21,489.52,MO,0,9575,502,60,PAYING
5328,25581.9,12.2,595.52,MO,6,18061,666,60,PAYING
5329,44094.18,13.69,917.19,MO,18,36267,606,72,PAYING
5330,34332.93,21.2,908.89,MO,0,33169,582,66,PAYING
5331,24317.85,11.79,492.21,MO,0,22675,608,72,PAYING
5332,18882.4,13.09,383.5,MO,35,17700,646,72,PAYING
5333,10490.26,13.47,257.34,MO,0,9425,682,60,PAYING
5334,21335.75,13,445.71,MO,0,19382,646,72,PAYING
5335,19384.99,10.45,379.84,MO,0,18175,659,72,PAYING
5336,20675.84,11.07,433.89,MO,1,20425,664,66,PAYING
5337,14790.66,10.57,286.71,MO,0,14100,637,72,PAYING
5338,15973.95,15.26,352.81,MO,0,18275,604,72,PAYING
5339,16610.54,11.93,333.24,MO,0,13276,609,72,PAYING
5340,12939.36,11.84,262.56,MO,0,13819,626,72,PAYING
5341,25690.53,15.22,556.84,MO,0,21948,482,72,PAYING
5342,29511,13.7,633.85,MO,0,29420,695,72,PAYING
5343,8549.53,21,326.3,MO,69,4250,575,36,PAYING
5344,33065.31,21.2,823.15,MO,14,30069,591,72,PAYING
5345,22004.14,13.01,483.7,MO,0,17309,706,72,PAYING
5346,13522.38,12.02,275.26,MO,0,11879,NULL,72,PAYING
5347,21857.03,11.61,449.52,MO,0,23850,681,72,PAYING
5348,20571.36,14.8,439.33,MO,0,16225,666,72,PAYING
5349,21619.32,11.62,441.08,MO,0,17716,645,72,PAYING
5350,16645.54,11,423.27,MO,0,12920,658,52,PAYING
5351,25071.62,12,511.52,MO,0,19606,566,72,PAYING
5352,19449.66,12,391.96,MO,0,15411,510,72,PAYING
5353,15241.53,11.2,309.68,MO,0,9578,624,72,PAYING
5354,12792.36,13.8,316.63,MO,0,10350,658,66,PAYING
5355,18223.52,13.7,387.06,MO,0,13612,624,72,PAYING
5356,23204.21,18,552.38,MO,0,20027,552,72,PAYING
5357,29895.83,12.19,591.38,MO,25,30118,594,72,PAYING
5358,18756.77,12,376.36,MO,0,14079,623,72,PAYING
5359,22755.2,12.24,461.51,MO,0,19837,629,72,PAYING
5360,17048.71,21,487.06,MO,0,9850,543,60,PAYING
5361,20781.06,21,584.32,MO,2,12725,532,60,PAYING
5362,7792.87,13.7,186.52,MO,0,7286,637,60,PAYING
5363,10233.76,13.4,215.66,MO,0,10850,626,72,PAYING
5364,29968.21,10.72,595.94,MO,0,23225,600,72,PAYING
5365,33531.91,10.7,647.56,MO,0,24394,612,72,PAYING
5366,23216.29,14.98,532.88,MO,0,18875,648,72,PAYING
5367,14323.58,11.78,327.67,MO,0,13175,655,60,PAYING
5368,17047.81,12.7,348.89,MO,0,15584,598,72,PAYING
5369,14231.47,11.3,328.7,MO,0,17550,636,60,PAYING
5370,19217.93,10.42,427.03,MO,0,19342,685,60,PAYING
5371,28432.8,10.88,652.97,MO,0,22675,746,72,PAYING
5372,18306.08,10.63,505.23,MO,0,20000,589,48,PAYING
5373,16962.27,9.91,323.35,MO,0,15354,614,72,PAYING
5374,39684.15,12.79,812.43,MO,0,48932,664,72,PAYING
5375,18906.14,10,361.36,MO,0,20162,649,72,PAYING
5376,13979.11,21,384.71,MO,10,10675,602,60,PAYING
5377,15177.86,11.76,307.66,MO,0,16041,587,72,PAYING
5378,17874.88,11.09,351.34,MO,0,14791,685,72,PAYING
5379,11733.4,10.69,228.3,MO,0,10090,622,72,PAYING
5380,34685.91,12.71,711.15,MO,0,38225,626,72,PAYING
5381,24334.83,10,468.51,MO,0,19437,648,72,PAYING
5382,20851.03,13,500.62,MO,0,18858,668,60,PAYING
5383,8591.79,21,285.62,MO,0,6250,609,48,PAYING
5384,14894.58,21,409.13,MO,42,9950,518,60,PAYING
5385,14163.8,12.2,333.41,MO,0,10681,683,60,PAYING
5386,25806,21.2,646,MO,0,23566,590,72,PAYING
5387,15237.13,11.8,326.69,MO,0,13775,609,72,PAYING
5388,19129.24,9.92,422.1,MO,0,19275,700,60,PAYING
5389,18158.81,11.11,388.2,MO,0,18000,589,66,PAYING
5390,14539.08,13.27,345.11,MO,0,14500,675,60,PAYING
5391,11916.39,15,275.15,MO,0,12151,613,72,PAYING
5392,16597.8,15,360.55,MO,0,16020,518,72,PAYING
5393,19876.21,13.28,407.25,MO,19,17276,551,72,PAYING
5394,7449.79,11.5,276.32,MO,0,13551,723,60,PAYING
5395,32450.79,10,635.55,MO,0,21753,612,72,PAYING
5396,26247.27,12.2,536.28,MO,0,19828,683,72,PAYING
5397,12294.79,13.23,271.3,MO,0,11813,609,72,PAYING
5398,15260.76,15.09,376.53,MO,0,12825,664,60,PAYING
5399,30359.32,11.53,604.3,MO,0,31002,620,72,PAYING
5400,12836.15,14.37,274.37,MO,0,11748,583,72,PAYING
5401,18960.9,11,372.44,MO,0,15899,650,72,PAYING
5402,26834.29,12,537.98,MO,18,22694,618,72,PAYING
5403,12099,21,330.14,MO,62,6475,628,60,PAYING
5404,18677.89,13.7,409.81,MO,2,17404,635,68,PAYING
5405,28283.1,12.99,574.86,MO,69,0,NULL,72,SERVICING HOLD
5406,9440.36,9.99,212.42,MO,0,0,NULL,60,PAYING
5407,22298.34,13,463.51,MO,0,0,NULL,72,PAYING
5408,24948.78,15.99,541.05,MO,86,0,NULL,72,REPO ASSIGN
5409,14567.52,8.99,278.19,MO,0,0,NULL,72,PAYING
5410,22809.54,17.99,538.76,MO,0,0,NULL,72,PAYING
5411,17000.56,18.7,397.53,MO,0,0,NULL,72,PAYING
5412,34604.31,14,740.43,MO,0,0,NULL,72,PAYING
5413,18557.12,10.38,349.65,MO,19,14899,615,72,PAYING
5414,18722.3,10.89,366.45,MO,0,15916,715,72,PAYING
5415,22054.05,10.91,440.19,MO,0,17124,658,72,PAYING
5416,20923.26,12,419.91,MO,0,18940,690,72,PAYING
5417,14297.04,21,405.77,MO,0,10600,508,60,PAYING
5418,18501,23,475.9,MO,61,13621,568,72,PAYING
5419,16225.27,21,459.4,MO,0,6975,595,60,PAYING
5420,31800.32,15.03,690.94,MO,0,23475,652,72,PAYING
5421,12703.37,11.75,254.57,MO,0,13675,625,72,PAYING
5422,27354.03,12,549.3,MO,0,22871,563,72,PAYING
5423,20180.75,12,406.81,MO,0,16480,608,72,PAYING
5424,17704.84,15,386.73,MO,0,14640,585,72,PAYING
5425,14731.14,21.2,484.5,MO,0,10395,601,48,PAYING
5426,14511.65,11.76,334.45,MO,0,11725,719,60,PAYING
5427,29871.92,10.82,583.78,MO,0,23970,680,72,PAYING
5428,12215.95,10.57,237.12,MO,0,11412,737,72,PAYING
5429,23174.1,13.7,549.88,MO,0,18313,610,60,PAYING
5430,22981.9,15.12,502.64,MO,0,24300,624,72,PAYING
5431,17907.91,14.21,381.58,MO,0,15800,606,72,PAYING
5432,17353.4,11.92,343.37,MO,16,21975,652,72,PAYING
5433,45226.35,12,921.98,MO,0,34396,599,72,PAYING
5434,13070.05,12,263.47,MO,0,10620,601,72,PAYING
5435,12051.06,9.44,227.13,MO,0,10850,617,72,PAYING
5436,20169.34,13.7,421.19,MO,0,16195,605,72,PAYING
5437,13671.35,13.7,305.82,MO,0,11273,641,66,PAYING
5438,26234.53,15.08,568.97,MO,0,24025,604,72,PAYING
